id,title,franchise,release_year,genres,vote_average,vote_count,director,top_actors,keywords
7417,Hammer of the Gods,,2013,"Action, Adventure, History",4.4,95,Farren Blackburn,"Charlie Bewley, Clive Standen, James Cosmo",viking
7418,Schlussmacher,,2013,Comedy,5.8,67,Matthias Schweighöfer,"Matthias Schweighöfer, Milan Peschel, Nadja Uhl","love, money, break-up"
7419,Eden,,2012,Drama,6.5,59,Megan Griffiths,"Jamie Chung, Beau Bridges, Matt O'Leary","slavery, prostitution, woman director"
7420,Fullmetal Alchemist: The Sacred Star of Milos,Fullmetal Alchemist,2011,"Action, Adventure, Animation, Fantasy, Science Fiction",6.9,55,Kazuya Murata,"Rie Kugimiya, Shin'ichirou Miki, Fumiko Orikasa","war, political, anime"
7421,Maniac,,2012,Horror,5.9,322,Franck Khalfoun,"Elijah Wood, America Olivo, Nora Arnezeder","prostitute, mannequin, remake, murder, gore"
7422,Not Suitable For Children,,2012,"Comedy, Romance",5.3,49,Peter Templeman,"Ryan Kwanten, Bojana Novaković, Laura Brent",
7423,Pacific Rim,Pacific Rim,2013,"Action, Adventure, Science Fiction",6.7,4903,Guillermo del Toro,"Idris Elba, Charlie Hunnam, Charlie Day","dystopia, giant monster, apocalypse, imax, duringcreditsstinger"
7424,Lego Batman: The Movie - DC Super Heroes Unite,LEGO DC Comics Super Heroes,2013,"Adventure, Animation, Family",6.4,81,Jon Burton,"Clancy Brown, Rob Paulsen, Brian Bloom","superhero, animation, super powers"
7425,The Best Offer,,2013,"Crime, Drama, Mystery, Romance",7.7,719,Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks",painting
7426,World War Z,World War Z,2013,"Action, Drama, Horror, Science Fiction, Thriller",6.7,5683,Marc Forster,"Brad Pitt, Mireille Enos, Abigail Hargrove","dystopia, apocalypse, zombie, zombie apocalypse"
7427,Elysium,,2013,"Action, Drama, Science Fiction, Thriller",6.4,3510,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley","dystopia, space station"
7428,Dirty Wars,,2013,"Crime, Documentary, Drama, Mystery, War",7.1,58,Rick Rowley,"Nasser Al Aulaqi, Saleha Al Aulaqi, Muqbal Al Kazemi",independent film
7429,K-911,K-9,1999,"Action, Comedy, Crime, Mystery",5.2,50,Charles T. Kanganis,"Jim Belushi, Christine Tucci, James Handy","police operation, policeman"
7430,We Steal Secrets: The Story of WikiLeaks,,2013,Documentary,6.2,58,Alex Gibney,"Julian Assange, Chelsea Manning, Heather Brooke",
7431,What Maisie Knew,,2013,Drama,7.4,149,Scott McGehee,"Alexander Skarsgård, Julianne Moore, Steve Coogan",
7432,American Mary,,2012,"Horror, Thriller",5.8,167,Jen Soska,"Katharine Isabelle, Julia Maxwell, Antonio Cupo","plastic surgery, gore, student, torture, woman director"
7433,Europa Report,,2013,"Science Fiction, Thriller",6.2,549,Sebastián Cordero,"Sharlto Copley, Daniel Wu, Michael Nyqvist","spacecraft, found footage"
7434,Odd Thomas,,2013,"Mystery, Thriller",6.6,370,Stephen Sommers,"Anton Yelchin, Addison Timlin, Willem Dafoe","small town, supernatural, horror, romance, comedy"
7435,Despicable Me 2,Despicable Me,2013,"Animation, Comedy, Family",7.0,4729,Pierre Coffin,"Steve Carell, Kristen Wiig, Benjamin Bratt","secret agent, falling in love, father daughter relationship, duringcreditsstinger, 3d"
7436,White House Down,,2013,"Action, Drama, Thriller",6.3,1910,Roland Emmerich,"Channing Tatum, Jamie Foxx, Joey King","usa president, conspiracy, secret service"
7437,The World's End,,2013,"Action, Comedy, Science Fiction",6.7,1820,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman","end of the world, apocalypse"
7438,Hummingbird,,2013,"Action, Thriller",5.9,587,Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure","homeless person, redemption"
7439,The Heat,,2013,"Action, Comedy, Crime",6.5,1595,Paul Feig,"Sandra Bullock, Melissa McCarthy, Demián Bichir","boston, fbi, buddy comedy"
7440,The Lone Ranger,,2013,"Action, Adventure, Western",5.9,2361,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner","texas, horse, survivor, partner, outlaw"
7441,Happiness Never Comes Alone,,2012,"Comedy, Romance",6.2,133,James Huth,"Gad Elmaleh, Sophie Marceau, Maurice Barthélemy",
7442,The Thieves,,2012,"Action, Crime",6.7,76,Dong-hun Choi,"Kim Yoon-seok, Kim Hye-soo, Lee Jung-jae",
7443,Woody Allen: A Documentary,,2011,Documentary,7.5,56,Robert B. Weide,"Woody Allen, Diane Keaton, Scarlett Johansson","new york, star, interview, biography, writer"
7444,Passion,,2012,"Crime, Drama, Mystery, Thriller",5.1,146,Brian De Palma,"Rachel McAdams, Noomi Rapace, Karoline Herfurth","dream, blackmail, talent, nudity, seduction"
7445,How to Make Money Selling Drugs,,2012,Documentary,6.8,46,Matthew Cooke,"Matthew Cooke, Woody Harrelson, Susan Sarandon","war on drugs, cocaine, drug dealer, marijuana"
7446,V/H/S/2,V/H/S,2013,"Horror, Thriller",6.0,300,Eduardo Sánchez,"Adam Wingard, Lawrence Michael Levine, Kelsy Abbott","gore, zombie, found footage, mumblegore"
7447,Cottage Country,,2013,"Action, Comedy, Crime, Romance",5.0,48,Peter Wellington,"Malin Åkerman, Tyler Labine, Dan Petronijevic","sex, canada, marriage proposal, forest, police"
7448,The Spectacular Now,,2013,"Comedy, Drama, Romance",6.8,1074,James Ponsoldt,"Miles Teller, Shailene Woodley, Brie Larson","alcoholism, coming of age, teenager, high school student, based on young adult novel"
7449,Thanks for Sharing,,2012,"Comedy, Drama",5.7,164,Stuart Blumberg,"Mark Ruffalo, Gwyneth Paltrow, Tim Robbins",romantic comedy
7450,The Lifeguard,,2013,"Comedy, Drama, Romance",5.2,126,Liz W. Garcia,"Kristen Bell, Mamie Gummer, Martin Starr","suicide, new york, sex, home, marijuana"
7451,Vile,,2011,"Horror, Thriller",4.8,51,Taylor Sheridan,"Eric Jay Beck, April Matson, Akeem Smith","drug dealer, sadism, hitchhiker, torture, brutality"
7452,What's in a Name,,2012,"Comedy, Drama",7.2,433,Alexandre de La Patellière,"Patrick Bruel, Valérie Benguigui, Charles Berling",
7453,A Hijacking,,2012,"Drama, Thriller",6.7,101,Tobias Lindholm,"Pilou Asbæk, Søren Malling, Dar Salim","denmark, cook, psychology, hijacking, murder"
7454,Jug Face,,2013,"Drama, Horror, Thriller",5.3,71,Chad Crawford Kinkle,"Sean Bridgers, Lauren Ashley Carter, Sean Young",mumblegore
7455,Stuck in Love,,2012,"Comedy, Drama",7.3,657,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins","love, independent film, relationship, family, novelist"
7456,Fruitvale Station,,2013,Drama,7.3,397,Ryan Coogler,"Michael B. Jordan, Octavia Spencer, Melonie Diaz","police brutality, based on true story, racism"
7457,Bhaag Milkha Bhaag,,2013,"Action, Drama, History",7.3,62,Rakeysh Omprakash Mehra,"Farhan Akhtar, Sonam Kapoor, Divya Dutta","running, fight, knife, biography, sister"
7458,R.I.P.D.,,2013,"Action, Comedy, Crime, Fantasy",5.4,1280,Robert Schwentke,"Jeff Bridges, Ryan Reynolds, Kevin Bacon","gold, police operation, partner, revenge, undead"
7459,The Client List,,2010,Drama,5.4,67,Eric Laneuville,"Jennifer Love Hewitt, Teddy Sears, Sonja Bennett","prostitution, based on true events"
7460,Justice League: The Flashpoint Paradox,Justice League (Animated),2013,"Action, Adventure, Animation, Fantasy, Science Fiction",7.3,458,Jay Oliva,"Justin Chambers, Kevin Conroy, Kevin McKidd","cyborg, dc comics, superhuman, superhero team, super powers"
7461,Ip Man: The Final Fight,,2013,"Action, Drama",6.0,131,Herman Yau,"Anthony Wong, Anita Yuen, Gillian Chung",biography
7462,Pawn Shop Chronicles,,2013,"Action, Comedy",5.6,74,Wayne Kramer,"Brendan Fraser, Elijah Wood, Vincent D'Onofrio","anthology, aftercreditsstinger, duringcreditsstinger"
7463,Killing Season,,2013,"Action, Thriller",5.3,425,Mark Steven Johnson,"Robert De Niro, John Travolta, Milo Ventimiglia","hunter, cabin, revenge, gore, blood"
7464,A Field in England,,2013,"Drama, History, Thriller",6.3,71,Ben Wheatley,"Julian Barratt, Peter Ferdinando, Richard Glover","civil war, madness, ghost"
7465,The Conjuring,The Conjuring,2013,"Horror, Thriller",7.4,3169,James Wan,"Patrick Wilson, Vera Farmiga, Lili Taylor","sister sister relationship, exorcism, based on true story, ghost"
7466,Love,,2011,"Drama, Science Fiction",5.4,74,William Eubank,"Gunner Wright, Wesley Sellick, Corey Richardson","isolation, space, astronaut, space station"
7467,Mean Girls 2,Mean Girls,2011,Comedy,5.1,281,Melanie Mayron,"Jennifer Stone, Maiara Walsh, Nicole Gale Anderson",woman director
7468,The Colony,,2013,"Action, Horror, Science Fiction",5.2,465,Jeff Renfroe,"Laurence Fishburne, Kevin Zegers, Bill Paxton","dystopia, cannibalism"
7469,Scenic Route,,2013,"Drama, Thriller",6.2,82,Kevin Goetz,"Josh Duhamel, Dan Fogler, Miracle Laurie","stupidity, friends, summer, fighting, desert"
7470,Turbo,,2013,"Animation, Family",6.1,1094,David Soren,"Ryan Reynolds, Paul Giamatti, Michael Peña","underdog, car race, dream, power, friends"
7471,The Wolverine,The Wolverine,2013,"Action, Adventure, Fantasy, Science Fiction",6.3,4110,James Mangold,"Hugh Jackman, Hiroyuki Sanada, Famke Janssen","japan, samurai, mutant, world war i, marvel comic"
7472,Drinking Buddies,,2013,"Drama, Romance",6.0,361,Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick","male female relationship, co-worker, relationship, mumblecore"
7473,Hell Baby,,2013,"Comedy, Horror",4.9,93,Thomas Lennon,"Rob Corddry, Leslie Bibb, Keegan-Michael Key",
7474,RED 2,RED,2013,"Action, Comedy, Crime, Thriller",6.4,1548,Dean Parisot,"Bruce Willis, Catherine Zeta-Jones, Anthony Hopkins","paris, london england, cia, russia"
7475,The Battery,,2012,"Drama, Horror",6.1,86,Jeremy Gardner,"Jeremy Gardner, Adam Cronheim, Niels Bolle","zombie, road movie, zombie apocalypse, mumblegore"
7476,Coffee Town,,2013,Comedy,6.7,45,Brad Copeland,"Glenn Howerton, Steve Little, Ben Schwartz",
7477,Vehicle 19,,2013,Thriller,5.0,229,Mukunda Michael Dewil,"Paul Walker, Naima McLean, Gys de Villiers","mistaken identity, dirty cop, car chase"
7478,New World,,2013,Thriller,7.2,119,Park Hoon-Jung,"Lee Jung-jae, Choi Min-sik, Park Sung-woong","undercover cop, gangster, south korea, neo-noir"
7479,Night Train to Lisbon,,2013,"Mystery, Romance, Thriller",6.4,130,Bille August,"Jeremy Irons, Mélanie Laurent, Jack Huston",loneliness
7480,2 Guns,,2013,"Action, Comedy, Crime",6.6,1611,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton","undercover, undercover agent, based on comic, money, fugitive"
7481,The Last Days,,2013,"Adventure, Science Fiction, Thriller",5.6,103,Àlex Pastor,"Quim Gutiérrez, José Coronado, Marta Etura ",dystopia
7482,Blue Jasmine,,2013,"Comedy, Drama",7.0,1126,Woody Allen,"Cate Blanchett, Alec Baldwin, Sally Hawkins","san francisco, sister sister relationship, new york city"
7483,Frankenstein's Army,,2013,"Action, Horror",5.7,70,Richard Raaphorst,"Karel Roden, Joshua Sasse, Robert Gwilym","communist, nazis, science fiction, mockumentary, found footage"
7484,The Great Beauty,,2013,"Comedy, Drama",7.3,745,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli","alcohol, rome, vatican, based on novel, birthday"
7485,The Canyons,,2013,"Drama, Thriller",4.1,75,Paul Schrader,"Lindsay Lohan, James Deen, Gus Van Sant","sex, adultery, jealousy, nudity, seduction"
7486,They Called Him Bulldozer,,1978,"Action, Comedy",6.7,61,Michele Lupo,"Bud Spencer, Raimund Harmstorf, Ottaviano Dell'Acqua","italy, boat, pub, sport, soccer"
7487,Bomber,,1982,"Action, Comedy, Drama",6.3,53,Michele Lupo,"Bud Spencer, Jerry Calà, Stefano Mingardo","transporter, boxer, training, fistfight, gangster"
7488,Louis C.K.: Oh My God,,2013,Comedy,7.7,66,Louis C.K.,Louis C.K.,stand-up comedy
7489,The Count of Monte Cristo,,1998,Drama,7.0,45,Josée Dayan,"Gérard Depardieu, Ornella Muti, Jean Rochefort","treasure, revenge, miniseries, woman director"
7490,Percy Jackson: Sea of Monsters,Percy Jackson,2013,"Adventure, Family, Fantasy",5.9,1685,Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Douglas Smith","poison, 3d, based on young adult novel"
7491,The Smurfs 2,The Smurfs (Theatrical),2013,"Animation, Comedy, Family, Fantasy",5.5,711,Raja Gosnell,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson",animation
7492,Alan Partridge: Alpha Papa,,2013,Comedy,6.5,184,Declan Lowney,"Steve Coogan, Anna Maxwell Martin, Nigel Lindsay",hostage
7493,Class of 1999,Class of 1999,1990,"Science Fiction, Thriller",6.3,46,Mark L. Lester,"Bradley Gregg, Traci Lind, Malcolm McDowell","cyborg, killer robot, future, dystopia, violence in schools"
7494,My Little Pony: Equestria Girls,My Little Pony: Equestria Girls,2013,"Animation, Comedy, Family, Fantasy",7.1,41,Jayson Thiessen,"Tara Strong, Ashleigh Ball, Andrea Libman","magic, friendship, high school, princess, prom"
7495,Man of Tai Chi,,2013,"Action, Drama",5.8,295,Keanu Reeves,"Keanu Reeves, Tiger Hu Chen, Jeremy Marinas","china, martial arts"
7496,Prince Avalanche,,2013,"Comedy, Drama",6.0,111,David Gordon Green,"Emile Hirsch, Paul Rudd, Lance LeGault","camping, highway, truck, rural setting, co-worker"
7497,Batman: Mystery of the Batwoman,Batman (DC Universe Animated),2003,"Action, Adventure, Animation, Family, Fantasy, Science Fiction",6.6,87,Curt Geda,"Kevin Conroy, Tara Strong, Héctor Elizondo","dc comics, revenge, super powers"
7498,Green Lantern: Emerald Knights,,2011,"Action, Adventure, Animation, Science Fiction",6.3,123,Lauren Montgomery,"Nathan Fillion, Jason Isaacs, Elisabeth Moss","dc comics, superhero, based on comic, super powers, woman director"
7499,We're the Millers,We're the Millers,2013,"Comedy, Crime",6.8,3053,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Will Poulter","mexico, police, gang, drug, family"
7500,Burning Bright,,2012,"Drama, Horror, Thriller",6.0,63,Carlos Brooks,"Briana Evigan, Garret Dillahunt, Meat Loaf","autism, tiger, suspense, trapped, animal attack"
7501,Grown Ups 2,Grown Ups,2013,Comedy,5.8,1180,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock",
7502,Drug War,,2012,"Action, Crime, Drama",6.5,91,Johnnie To,"Louis Koo, Sun Honglei, Crystal Huang Yi",
7503,Kick-Ass 2,Kick-Ass,2013,"Action, Adventure, Crime",6.3,2275,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse","crime fighter, secret identity, marvel comic, superhero, aftercreditsstinger"
7504,Riddick,The Chronicles of Riddick,2013,"Action, Science Fiction, Thriller",6.2,2066,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff","dystopia, revenge, alien, planet, imax"
7505,Planes,Planes,2013,"Adventure, Animation, Comedy, Family",5.7,568,Klay Hall,"Dane Cook, Carlos Alazraqui, Val Kilmer",anthropomorphism
7506,Blackfish,,2013,Documentary,7.9,456,Gabriela Cowperthwaite,"Dean Gomersall, Samantha Berg, John Jett","whale, woman director"
7507,Paranoia,,2013,"Drama, Thriller",5.6,358,Robert Luketic,"Liam Hemsworth, Harrison Ford, Gary Oldman","spy, based on novel, paranoia, bodyguard, deception"
7508,The Wind Rises,,2013,Animation,7.7,720,Hayao Miyazaki,"Hideaki Anno, Jun Kunimura, Mirai Shida","japan, flying, world war ii, earthquake, airplane"
7509,Evidence,,2013,"Horror, Mystery, Thriller",5.6,88,Olatunde Osunsanmi,"Radha Mitchell, Torrey DeVitto, Nolan Gerard Funk","fire, police"
7510,Jobs,,2013,"Drama, History",6.0,1183,Joshua Michael Stern,"Ashton Kutcher, Dermot Mulroney, Amanda Crew","biography, computer, based on true story"
7511,The Mortal Instruments: City of Bones,,2013,"Action, Adventure, Drama, Fantasy, Mystery, Romance",6.2,1649,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Kevin Zegers","angel, vampire, werewolf, based on young adult novel"
7512,The Butler,,2013,Drama,7.2,1134,Lee Daniels,"Forest Whitaker, David Banner, Michael Rainey Jr.","white house, biography"
7513,In a World...,,2013,Comedy,6.4,232,Lake Bell,"Lake Bell, Fred Melamed, Michaela Watkins","narration, father daughter relationship, voice over, woman director"
7514,Terms and Conditions May Apply,,2013,Documentary,6.9,74,Cullen Hoback,"Leigh Bryan, Raymond Kurzweil, Joe Lipari",
7515,Ain't Them Bodies Saints,,2013,"Crime, Drama, Romance, Western",6.1,144,David Lowery,"Casey Affleck, Rooney Mara, Ben Foster","1970s, river, texas, shooting, outlaw"
7516,About Time,,2013,"Comedy, Drama, Science Fiction",7.8,2140,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","london england, father son relationship, time travel"
7517,Chennai Express,,2013,"Action, Comedy, Romance",6.5,91,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer","grandfather, bollywood"
7518,Cold Prey II,Cold Prey,2008,"Drama, Horror, Mystery, Thriller",6.4,55,Mats Stenberg,"Ingrid Bolsø Berdal, Marthe Snorresdotter Rovik, Viktoria Winge","nightmare, snow, hospital"
7519,Four Flies on Grey Velvet,,1971,"Horror, Thriller",6.2,49,Dario Argento,"Michael Brandon, Mimsy Farmer, Jean-Pierre Marielle","blackmail, giallo, masked killer"
7520,Truth or Dare,,2012,"Horror, Mystery, Thriller",5.7,119,Robert Heath,"Liam Boyle, Jack Gordon, Florence Hall",
7521,Justice League: Crisis on Two Earths,,2010,"Action, Adventure, Animation",7.1,152,Lauren Montgomery,"Mark Harmon, William Baldwin, James Woods","saving the world, dc comics, superhero, based on comic, surrealism"
7522,Enter Nowhere,,2011,"Mystery, Science Fiction, Thriller",6.5,49,Jack Heller,"Katherine Waterston, Scott Eastwood, Sara Paxton","cabin, time travel, woods"
7523,The Frozen Ground,,2013,"Crime, Thriller",6.1,473,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack","gun, escape, serial killer, hunting"
7524,You're Next,,2011,"Horror, Mystery, Thriller",6.6,787,Adam Wingard,"Sharni Vinson, Nicholas Tucci, Wendy Glenn","greed, gore, masked killer, massacre, home invasion"
7525,Clownhouse,,1989,Horror,6.0,42,Victor Salva,"Nathan Forrest Winters, Brian McHugh, Michael Jerome West","circus, brother brother relationship, fortune teller, childhood trauma, murder"
7526,Empire State,,2013,"Action, Drama",4.9,229,Dito Montiel,"Liam Hemsworth, Dwayne Johnson, Emma Roberts",heist
7527,The Seasoning House,,2012,"Horror, Thriller",6.2,76,Paul Hyett,"Rosie Day, Sean Pertwee, Kevin Howarth",revenge
7528,Logorama,,2009,Animation,7.2,50,François Alaux,"Bob Stephenson, Sherman Augustus, Aja Evans","zoo, police, criminal"
7529,Tidal Wave,,2009,"Action, Adventure, Drama, Thriller",6.4,49,Yoon Je-kyoon,"Park Joong-hoon, Sol Kyung-gu, Uhm Jung-hwa","helicopter, beach, loss of father, family relationships, korea"
7530,Autopsy,,2008,"Horror, Thriller",4.5,51,Adam Gierasch,"Robert Patrick, Jessica Lowndes, Jenette Goldstein",
7531,Adore,,2013,Drama,6.1,296,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel","lovers, woman director"
7532,TT3D: Closer to the Edge,,2011,Documentary,8.0,44,Richard De Aragues,"Jared Leto, Guy Martin, Ian Hutchinson","motorcycle, 3d"
7533,The Lost Future,,2010,Adventure,4.6,65,Mikael Salomon,"Sean Bean, Annabelle Wallis, Corey Sevier","post-apocalyptic, jungle, giant monster, virus"
7534,The Suicide Shop,,2012,"Animation, Comedy",6.2,169,Patrice Leconte,"Bernard Alane, Isabella Spade, Kacey Mottet Klein","depression, baby, suicide attempt, musical, animation"
7535,Instructions Not Included,,2013,"Comedy, Drama",7.5,210,Eugenio Derbez,"Loreto Peralta, Eugenio Derbez, Jessica Lindsey",bachelor
7536,One Direction: This Is Us,,2013,Documentary,8.0,209,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik",concert
7537,Closed Circuit,,2013,"Crime, Drama, Mystery, Thriller",5.8,174,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds","terrorist, ex-lover, lawyer"
7538,Getaway,,2013,"Action, Crime",4.9,248,Courtney Solomon,"Ethan Hawke, Selena Gomez, Jon Voight",
7539,Gravity,,2013,"Drama, Science Fiction, Thriller",7.3,5879,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris","space mission, loss, space, astronaut"
7540,I Spit on Your Grave 2,I Spit on Your Grave,2013,"Crime, Horror, Thriller",5.9,281,Steven R. Monroe,"Jemma Dallender, Joe Absolom, Yavor Baharov","pornography, rape, sex, exploitation"
7541,What If,,2013,"Comedy, Drama, Romance",6.7,688,Michael Dowse,"Daniel Radcliffe, Zoe Kazan, Rafe Spall","male female relationship, best friend, falling in love"
7542,Prisoners,,2013,"Crime, Drama, Thriller",7.9,3183,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Paul Dano","kidnapping, vigilante, rural setting"
7543,Out of the Furnace,,2013,"Crime, Drama, Thriller",6.5,731,Scott Cooper,"Christian Bale, Zoe Saldana, Woody Harrelson","prison, brother brother relationship, drug dealer, brother, revenge"
7544,The Conspiracy,,2012,"Horror, Thriller",6.0,94,Christopher MacBride,"Aaron Poole, James Gilbert, Ian Anderson","cult, hunting"
7545,Austenland,,2013,"Comedy, Romance",6.6,192,Jerusha Hess,"Keri Russell, J. J. Feild, Bret McKenzie","duringcreditsstinger, woman director"
7546,Insidious: Chapter 2,Insidious,2013,"Horror, Thriller",6.5,1237,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins","haunted house, possession, demon, family, ghost"
7547,Rush,,2013,"Action, Drama",7.7,2310,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde","sport, automobile racing, based on true events"
7548,The Family,,2013,"Action, Comedy, Crime",6.1,1052,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron","france, witness protection, mafia"
7549,Short Term 12,,2013,Drama,7.9,460,Destin Cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever","child abuse, suicide attempt, pregnancy, violence, father daughter relationship"
7550,At Any Price,,2012,Drama,5.3,67,Ramin Bahrani,"Dennis Quaid, Zac Efron, Kim Dickens",farmer
7551,The To Do List,,2013,"Comedy, Romance",5.5,348,Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader","sex, sexuality, black humor, swimming pool, teenage girl"
7552,The Factory,,2012,"Crime, Mystery, Thriller",5.5,110,Morgan O'Neill,"John Cusack, Jennifer Carpenter, Mae Whitman","kidnapping, betrayal, serial killer, police detective"
7553,Princess Protection Program,,2009,"Comedy, Drama, Family",6.2,381,Allison Liddi-Brown,"Selena Gomez, Demi Lovato, Jamie Chung","secret identity, island, high school, princess, mother daughter relationship"
7554,Battle of the Year,,2013,Drama,5.9,89,Benson Lee,"Josh Holloway, Josh Peck, Chris Brown","musical, 3d"
7555,Afternoon Delight,,2013,"Comedy, Drama",6.0,68,Jill Soloway,"Kathryn Hahn, Juno Temple, Josh Radnor",woman director
7556,Repeaters,,2010,"Drama, Science Fiction, Thriller",5.7,56,Carl Bessai,"Dustin Milligan, Amanda Crew, Richard de Klerk",group of friends
7557,Alps,,2011,Drama,6.4,43,Yorgos Lanthimos,"Aris Servetalis, Johnny Vekris, Ariane Labed",
7558,Nebraska,,2013,"Adventure, Drama",7.4,648,Alexander Payne,"Bruce Dern, Will Forte, Bob Odenkirk","small town, aging, road trip"
7559,Saint,,2010,"Comedy, Horror",5.2,45,Dick Maas,"Huub Stapel, Egbert Jan Weeber, Caro Lenssen",
7560,Enough Said,,2013,"Comedy, Drama, Romance",6.6,351,Nicole Holofcener,"Julia Louis-Dreyfus, Catherine Keener, James Gandolfini","thanksgiving, party, romance, mother daughter relationship, dating"
7561,Don Jon,,2013,"Comedy, Drama, Romance",5.9,1708,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore","pornography, sex, male female relationship, masturbation"
7562,Zambezia,,2012,"Adventure, Animation, Comedy, Family",5.3,69,Wayne Thornley,"Jeremy Suarez, Samuel L. Jackson, Abigail Breslin",bird
7563,Mood Indigo,,2013,"Drama, Fantasy",6.0,199,Michel Gondry,"Romain Duris, Audrey Tautou, Gad Elmaleh",
7564,Metallica: Through the Never,,2013,,6.7,86,Nimród Antal,"Dane DeHaan, Mackenzie Gray, James Hetfield",heavy metal
7565,Crystal Fairy & the Magical Cactus,,2013,"Adventure, Comedy",5.8,65,Sebastián Silva,"Michael Cera, Gaby Hoffmann, Juan Andrés Silva",
7566,Bad Milo,,2013,"Comedy, Horror",5.8,97,Jacob Vaughan,"Ken Marino, Gillian Jacobs, Peter Stormare",
7567,Miracle in Cell No. 7,,2013,"Comedy, Drama",8.0,94,Lee Hwan-kyung,"Ryu Seung-ryong, Park Shin-hye, Kal So-won","prison cell, father daughter relationship"
7568,Special 26,,2013,"Crime, Drama, Thriller",6.9,43,Neeraj Pandey,"Akshay Kumar, Jimmy Shergill, Manoj Bajpayee","heist, theft"
7569,Runner Runner,,2013,"Crime, Drama, Thriller",5.5,547,Brad Furman,"Ben Affleck, Gemma Arterton, Justin Timberlake","gambling, casino, gambling debts, dirty cop"
7570,Blue Is the Warmest Color,,2013,"Drama, Romance",7.2,1114,Abdellatif Kechiche,"Adèle Exarchopoulos, Léa Seydoux, Salim Kechiouche","france, homophobia, love, lesbian relationship, gay interest"
7571,Temptation: Confessions of a Marriage Counselor,,2013,Drama,6.6,43,Tyler Perry,"Kim Kardashian, Vanessa Williams, Brandy Norwood",
7572,Curse of Chucky,Child's Play,2013,"Horror, Thriller",5.6,417,Don Mancini,"Brad Dourif, Brennan Elliott, A Martinez","wheelchair, horror, escape, doll, toy comes to life"
7573,Parkland,,2013,"Drama, History, Mystery, Thriller",5.8,128,Peter Landesman,"Zac Efron, Billy Bob Thornton, Ron Livingston","fbi, hospital"
7574,Inequality for All,,2013,Documentary,7.6,45,Jacob Kornbluth,"Robert Reich, Dolly Parton, Tyne Daly","upper class, economics"
7575,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs,2013,"Animation, Comedy, Family",6.4,936,Cody Cameron,"Bill Hader, Anna Faris, James Caan","inventor, food, scientist"
7576,Talaash,,2012,"Crime, Drama, Thriller",6.7,58,Reema Kagti,"Aamir Khan, Kareena Kapoor, Rani Mukerji","murder, police investigation, woman director, neo-noir"
7577,Captain Phillips,,2013,"Action, Drama, Thriller",7.6,2495,Paul Greengrass,"Tom Hanks, Catherine Keener, Max Martini","ship, hijacking, blood, poverty, pirate"
7578,After the Dark,,2013,"Drama, Fantasy, Science Fiction, Thriller",6.2,283,John Huddles,"James D'Arcy, Sophie Lowe, Rhys Wakefield","philosophy, bunker, survival, teacher, apocalypse"
7579,The Wall,,2012,"Drama, Science Fiction",6.7,43,Julian Pölsler,"Martina Gedeck, Ulrike Beimpold, Karlheinz Hackl","loneliness, survival, food"
7580,Machete Kills,Machete,2013,"Action, Crime, Thriller",5.3,642,Robert Rodriguez,"Danny Trejo, Mel Gibson, Amber Heard","mexico, white house, nuclear missile, machete, outer space"
7581,Filth,,2013,"Comedy, Crime, Drama",6.8,628,Jon S. Baird,"James McAvoy, Jamie Bell, Eddie Marsan","scotland, cop"
